SchoolName,StudentGroup,GradeLevel,TestAdministration,TestSubject,Percent Consistent Grade Level Knowledge And Above
Wing Luke,Non-Low Income,All Grades,SBAC,ELA,52.8%
Wing Luke,Non-Low Income,All Grades,SBAC,Math,58.3%
Wing Luke,Hispanic/ Latino of any race(s),All Grades,SBAC,Math,<27%
Wing Luke,Hispanic/ Latino of any race(s),All Grades,SBAC,ELA,<27%
Wing Luke,White,All Grades,SBAC,ELA,61.5%
Wing Luke,White,All Grades,SBAC,Math,61.5%
District Total,All Students,All Grades,SBAC,ELA,64.1%
District Total,All Students,All Grades,SBAC,Math,55.2%
District Total,English Language Learners,All Grades,SBAC,ELA,20.4%
District Total,English Language Learners,All Grades,SBAC,Math,19.8%
District Total,Non-English Language Learners,All Grades,SBAC,Math,60.7%
District Total,Non-English Language Learners,All Grades,SBAC,ELA,70.8%
District Total,Low-Income,All Grades,SBAC,Math,27.1%
District Total,Low-Income,All Grades,SBAC,ELA,36.2%
District Total,Non-Low Income,All Grades,SBAC,ELA,78.6%
District Total,Non-Low Income,All Grades,SBAC,Math,69.7%
District Total,Hispanic/ Latino of any race(s),All Grades,SBAC,ELA,42.9%
District Total,Hispanic/ Latino of any race(s),All Grades,SBAC,Math,32.7%
District Total,White,All Grades,SBAC,ELA,78.4%
District Total,White,All Grades,SBAC,Math,69.0%
State Total,All Students,All Grades,SBAC,ELA,50.3%
State Total,All Students,All Grades,SBAC,Math,39.7%
State Total,English Language Learners,All Grades,SBAC,ELA,15.5%
State Total,English Language Learners,All Grades,SBAC,Math,15.2%
State Total,Non-English Language Learners,All Grades,SBAC,ELA,55.9%
State Total,Non-English Language Learners,All Grades,SBAC,Math,43.7%
State Total,Low-Income,All Grades,SBAC,ELA,34.6%
State Total,Low-Income,All Grades,SBAC,Math,24.1%
State Total,Non-Low Income,All Grades,SBAC,ELA,66.2%
State Total,Non-Low Income,All Grades,SBAC,Math,55.4%
State Total,Hispanic/ Latino of any race(s),All Grades,SBAC,Math,22.4%
State Total,Hispanic/ Latino of any race(s),All Grades,SBAC,ELA,33.7%
State Total,White,All Grades,SBAC,Math,46.2%
State Total,White,All Grades,SBAC,ELA,57.2%
